1.2.1 Nouns		
------------------------------		
aiwe	bird	n.
aran	king	n.
atan	man [human being]	n.
coa	house	n.
elda	elf	n.
elen	star	n.
hesto	captain	n.
orco	orc	n.
macil	sword	n.
nauco	dwarf	n.
osto	city	n.
taure	forest	n.
		
1.2.1.1 Noun Plurals	
------------------------------		
aiwi	birds	n.
arani	kings	n.
atani	men [human beings]	n.
coar	houses	n.
eldar	elves	n.
eleni	stars	n.
hestor	captains	n.
orcor	orcs	n.
macili	swords	n.
naucor	dwarves	n.
ostor	cities	n.
tauri	forests	n.
		
1.2.2 Verbs		
------------------------------		
cire	cuts	v.
lore	sleeps	v.
mate	eats	v.
mene	goes	v.
nore	runs	v.
same	has	v.
sile	shines (white)	v.
tire	watches	v.
tuve	finds, discovers	v.
		
1.2.2.3 Present Tense		
------------------------------		
círa	is cutting	v.
lóra	is sleeping	v.
máta	is eating	v.
ména	is going	v.
nóra	is running	v.
sáma	is having	v.
síla	is shining (white)	v.
tíra	is watching	v.
túva	is finding, is discovering	v.
		
1.2.3 Pronouns		
------------------------------		
ni	me	pron.
lye	you	pron.
se	him, her	pron.
-nye	I	suf.
-lye	you	suf.
-sse	he, she	suf.
-nya	my	suf.
-lya	your	suf.
-rya	his, her	suf.
		
1.2.4 Adjectives and Adverbs		
------------------------------		
alcarin	glorious	adj.
halla	tall	adj.
linta	swift	adj.
linque	wet	adj.
luine	blue	adj.
mai	well	adv.
oiale	forever	adv.
palan	far	adj. and adv.
melda	dear, beloved	adj.
qualin	dead	adj.
sí	now	adv.
turca	strong	adj.

1.2.4.1 Plural Adjectives
------------------------------		
alcarini	glorious (pl.)	adj.
halle	tall (pl.)	adj.
linte	swift (pl.)	adj.
linqui	wet (pl.)	adj.
luini	blue (pl.)	adj.
melde	dear, beloved (pl.)	adj.
qualini	dead (pl.)	adj.
turce	strong (pl.)	adj.
		
1.2.5 Prepositions and Noun Cases		
------------------------------		
ambo	hill	n.
anga	iron	n.
menel	the sky, the heavens	n.
mindon	tower	n.
rotto	cave	n.
telume	roof	n.
et	out (of)	prep.
mi	in	prep.
nu	under, beneath	prep.
or	above	prep.
ve	as, like	prep.
ú	without	prep.
		
1.2.5.2 Genitive		
------------------------------		
aiweo	of a bird	n.
ango	of iron	n.
eldo	of an elf	n.
macilo	of a sword	n.
mindono	of a tower	n.
telumeo	of a roof	n.
aiwion	of birds	n.
angaron	of irons	n.
eldaron	of elves	n.
macilion	of swords	n.
mindonion	of towers	n.
telumion	of roofs	n.
		
1.2.5.3 Directional Noun Cases		
------------------------------		
ambonna	to a hill	n.
mindonello	from a tower	n.
rottosse	in a cave	n.
telumenna	to a roof	n.
coallo	from a house	n.
tauresse	in a forest	n.
ambossen	in hills	n.
mindoninnar	to towers	n.
rottollon	from caves	n.
telumessen	on roofs	n.
coannar	to houses	n.
taurellon	from forests	n.
		
1.2.6 Conjunctions and Subordinate Clauses		
------------------------------		
ar	and	conj.
hya	or	conj.
i	who, which, that (indeclinable relative)	pron.
mal	but	conj.
ma	something	pron.
mo	someone	pron.
ya	which, that (impersonal relative)	pron.
ye	who, that (personal relative)	pron.
		
1.4 Guided Reading		
------------------------------		
-lva	our	suf.
lúme	hour, period of time	n.
omentie	meeting	n.
