7.1.4 Vocabulary: Life and Death
--------------------------------
alfírima	immortal	adj.
coita	lives (is alive)	v.
coine	lived (was alive)	pa.t.
fire	dies (naturally)	v.
firne	died (naturally)	pa.t.
fírie	(natural) death	n.
firin	dead (naturally)	adj.
lore	sleeps	v.
lorne	slept	pa.t.
lóre	sleep	n.
nahta	slays	v.
nacante	slew	pa.t.
óla	dreams (impersonal)	v.
ólane	dreamt	pa.t.
onta	begets, creates	v.
ontane	begat, created	pa.t.
quale	dies	v.
qualle	died	pa.t.
qualin	dead	adj.
qualme	death (agony)	n.
olor	dream	n.
quele	fades	v.
quéle	faded	pa.t.
sere	rests, tarries	v.
sére	rested; tarried	pa.t.
sére	rest, repose	n.

7.1.5 Emphatic and Other Pronouns
---------------------------------
elde	even you (plural)	pron.
elme	even we (but not you)	pron.
elve	even we (including you)	pron.
elye	even you (polite)	pron.
emme	even us two (but not you)	pron.
este	even you two	pron.
ette	even they two	pron.
inque	even both of us	pron.
inta	even they (neuter)	pron.
inte	even they	pron.
inye	even I	pron.
issa	even it	pron.
isse	even he/she	pron.
itye	even you (familiar)	pron.
hya	other thing	pron.
hye	other person	pron.
ma	something	pron.
mo	someone	pron.

7.2.4 Vocabulary: Hunting
-------------------------
carca	fang	n.
fara	hunts	v.
farane	hunted	pa.t.
farale	hunt	n.
farna	prey	n.
hlice	creeps, sneaks	v.
hlince	crept, sneaked	pa.t.
norta	rides, (lit.) makes run	v.
nortane	rode	pa.t.
nurta	hides	v.
nurunte	hid [self]	pa.t.
nurtane	hid [something]	pa.t.
pilin	arrow	n.
pilindi	arrows	n.
pimpe	tail	n.
quesse	feather	n.
quinga	bow (for shooting)	n.
ráma	wing	n.
rasse	horn	n.
rembe	net	n.
remba	nets, traps	v.
rembane	netted, trapped	pa.t.
roita	pursues, chases	v.
roine	pursued, chased	pa.t.
ronyo	hunting dog	n.

7.3.7 Vocabulary: Locations
---------------------------
ana	to, towards	prep.
ara	beside, next to, by	prep.
ende	centre	n.
endea	middle	adj.
et	out (of)	prep.
imbe	between	prep.
imbi	among [pl.]	prep.
inga	top	n.
mi	in	prep.
minna	into	prep.
nóme	place	n.
nu	under	prep.
ó	(together) with	prep.
or	above	prep.
sinome	here	adv.
sundo	base, root	n.
tanome	there	adv.
tára	high, lofty	adj.
tárie	height	n.
tel	end [spatial]	n.
teldi	ends [spatial]	n.
telle	rear	n.
tille	tip, point	n.
tumna	low	adj.

7.4.3 Vocabulary: Conjunctions
------------------------------
an	for	conj.
ar	and	conj.
i	the	article.
i	who, what, which (relative pronoun)	pron.
hya	or	conj.
mal	but	conj.
násie	amen, may it be so	interj.
sie	thus	adv.
úsie	on the contrary	adv.
ya	that, which (relative pronoun)	pron.
yá	when	conj.
ye	who, that (personal relative)	pron.
yo	both ... and	conj.
yú	too, also	adv.

7.6.1 Vocabulary: Miscellaneous
-------------------------------
cendele	face, visage	n.
epe	after [time]; before [place]	prep.
epetai	consequently	conj.
forya	right (hand)	adj.
hyarya	left (hand)	adj.
nó	before [time]; at back of [place]	prep.
pole	can, is able [to]	v.
polle	could, was able to	pa.t.
quere	turns	v.
querne	turned	pa.t.
save	believes	v.
sáve	believed	pa.t.
senya	usual	adj.
síma	imagination	n.
tenta	points	v.
tentane	pointed	pa.t.
yuhta	uses	v.
yuhtane	used	pa.t.
